Name,KM,Fuel Type,Manufacturing Year,Registration Year,No of Owners,Transmission,Color,Location,Engine Capacity (cc),Mileage (kmpl),Length (mm),Width (mm),Height (mm),Wheelbase (mm),Seating Capacity,Fuel Tank Capacity (L),Seat Belt Warning,Heater,Cruise Control,Child Safety Lock,Speed Sensing Door Lock,Rain-sensing Wipers,Rear Wiper,New Car Price (Lakh),Old Car Price (Lakh),IMG
2024 Porsche Cayenne E-Hybrid,29895,Hybrid,2024,2024,First,Automatic,Black,"Makarba, Ahmedabad",2995.0,41.6,4930,1983,1698,2895,5,75.0,1,1,1,1,1,1,1,186.0,136.0,https://imgd.aeplcdn.com/640X480/vimages/202606/4629200_6145_1_1782022506102.jpg?qp=80&fit=true
2022 Renault Kiger RXZ MT,49934,Petrol,2022,2022,First,Manual,Black,"Gota, Ahmedabad",999.0,19.1,3991,1750,1605,2500,5,40.0,1,1,0,1,1,0,1,9.56,5.9,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1782922382014.jpg?qp=80&fit=true
2022 Renault Kiger RXT (O) MT Dual Tone,60697,Petrol,2022,2022,Second,Manual,Red,"Mumatpura, Ahmedabad",999.0,19.1,3991,1750,1605,2500,5,40.0,1,1,0,1,1,0,1,9.15,5.41,https://imgd.aeplcdn.com/640X480/vimages/202607/4657035_138023_1_1783175045131.jpg?qp=80&fit=true
2023 Renault Kiger RXT MT [2023-2024],41952,Petrol,2023,2023,First,Manual,White,"Enasan, Ahmedabad",999.0,19.1,3991,1750,1605,2500,5,40.0,1,1,0,1,1,0,1,8.26,5.65,https://imgd.aeplcdn.com/640X480/vimages/202607/4666064_119938_1_1783663025602.jpg?qp=80&fit=true
2022 Renault Kiger RXE MT,101914,Petrol,2022,2022,First,Manual,White,"Enasan, Ahmedabad",999.0,19.17,3991,1750,1605,2500,5,40.0,1,1,0,1,0,0,0,6.44,4.41,https://imgd.aeplcdn.com/640X480/vimages/202607/4659084_119938_1_1783324539405.jpg?qp=80&fit=true
2018 Renault Kwid 1.0 RXT [2016-2019],59123,Petrol,2018,2018,Second,Manual,White,"Gota, Ahmedabad",999.0,23.01,3679,1579,1478,2422,5,28.0,1,1,0,1,1,0,0,4.53,2.67,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783402323478.jpg?qp=80&fit=true
2017 Renault Kwid RXT [2015-2019],101672,Petrol,2017,2017,First,Manual,Red,"Gota, Ahmedabad",799.0,25.17,3679,1579,1478,2422,5,28.0,1,1,0,1,1,0,0,4.26,2.37,https://imgd.aeplcdn.com/640X480/vimages/202604/0_165002_1_1777541703207.jpg?qp=80&fit=true
2020 Renault Kwid CLIMBER 1.0 Opt [2020-2021],47489,Petrol,2020,2020,First,Manual,Blue,"Mumatpura, Ahmedabad",999.0,23.0,3731,1579,1474,2422,5,28.0,1,1,0,1,1,0,0,5.7,3.81,https://imgd.aeplcdn.com/640X480/vimages/202605/4538219_138023_1_1777931707425.jpg?qp=80&fit=true
2019 Renault Kwid RXT Opt,26000,Petrol,2019,2019,First,Manual,Bronze,"Behrampura, Ahmedabad",799.0,25.0,3679,1579,1478,2422,5,28.0,1,1,0,1,1,0,0,4.69,3.18,https://imgd.aeplcdn.com/640X480/vimages/202605/4567766_111800_1_1779262855760.jpg?qp=80&fit=true
2018 Renault Kwid RXT Opt [2015-2019],46140,Petrol,2018,2018,First,Manual,White,"Gota, Ahmedabad",799.0,25.17,3679,1579,1478,2422,5,28.0,1,1,0,1,1,0,0,4.42,2.85,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1782924243143.jpg?qp=80&fit=true
2021 Renault Kwid RXT 1.0 (O),90534,Petrol,2021,2021,Second,Manual,White,"Gota, Ahmedabad",999.0,21.7,3731,1579,1474,2422,5,28.0,1,1,0,1,1,0,0,5.72,3.35,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1780984143947.jpg?qp=80&fit=true
2021 Renault Kwid RXT [2020-2021],16138,Petrol,2021,2021,First,Manual,Silver,"Gota, Ahmedabad",799.0,25.0,3731,1579,1474,2422,5,28.0,1,1,0,1,1,0,0,5.19,3.78,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782381247792.jpg?qp=80&fit=true
2021 Renault Kwid RXE [2020-2021],55916,Petrol,2021,2021,Second,Manual,White,"Mumatpura, Ahmedabad",799.0,25.0,3731,1579,1474,2422,5,28.0,1,1,0,1,1,0,0,4.53,3.27,https://imgd.aeplcdn.com/640X480/vimages/202605/4538287_138023_1_1777932204654.jpg?qp=80&fit=true
2020 Renault Kwid RXT [2020-2021],56213,Petrol,2020,2020,Second,Manual,Silver,"Mumatpura, Ahmedabad",799.0,25.0,3731,1579,1474,2422,5,28.0,1,1,0,1,1,0,0,5.19,3.39,https://imgd.aeplcdn.com/640X480/vimages/202607/4674419_138023_1_1784028485108.jpg?qp=80&fit=true
2022 Renault Kwid RXT 1.0 (O),14314,Petrol,2022,2022,First,Manual,Bronze,"Gota, Ahmedabad",999.0,21.7,3731,1579,1474,2422,5,28.0,1,1,0,1,1,0,0,5.72,4.34,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782106808492.jpg?qp=80&fit=true
2017 Renault Kwid CLIMBER 1.0 [2017-2019],75428,Petrol,2017,2017,Second,Manual,Brown,"Mumatpura, Ahmedabad",999.0,23.01,3679,1579,1478,2422,5,28.0,1,1,0,1,1,0,0,4.91,2.72,https://imgd.aeplcdn.com/640X480/vimages/202607/4669688_138023_1_1783781285377.jpg?qp=80&fit=true
2017 Renault Kwid RXL [2015-2019],91356,Petrol,2017,2017,First,Manual,Green,"Enasan, Ahmedabad",799.0,25.17,3679,1579,1478,2422,5,28.0,1,1,0,1,1,0,0,3.9,2.4,https://imgd.aeplcdn.com/640X480/vimages/202607/4671628_119938_1_1783924865056.jpg?qp=80&fit=true
2017 Renault Kwid 1.0 RXL AMT [2017-2019],79966,Petrol,2017,2017,First,Automatic,White,"Mumatpura, Ahmedabad",999.0,24.04,3679,1579,1478,2422,5,28.0,1,1,0,1,1,0,0,4.5,2.68,https://imgd.aeplcdn.com/640X480/vimages/202607/4672657_138023_1_1783948625090.jpg?qp=80&fit=true
2016 Renault Kwid RXT [2015-2019],58926,Petrol,2016,2016,First,Manual,Brown,"Mumatpura, Ahmedabad",799.0,25.17,3679,1579,1478,2422,5,28.0,1,1,0,1,1,0,0,4.26,2.42,https://imgd.aeplcdn.com/640X480/vimages/202605/4551060_138023_1_1778516825372.jpg?qp=80&fit=true
2018 Renault Kwid RXT Opt [2015-2019],39254,Petrol,2018,2018,Third,Manual,White,"Mumatpura, Ahmedabad",799.0,25.17,3679,1579,1478,2422,5,28.0,1,1,0,1,1,0,0,4.42,2.46,https://imgd.aeplcdn.com/640X480/vimages/202607/4671916_138023_1_1783932305136.jpg?qp=80&fit=true
2017 Renault Kwid RXT [2015-2019],100481,Petrol,2017,2017,First,Manual,White,"Enasan, Ahmedabad",799.0,25.17,3679,1579,1478,2422,5,28.0,1,1,0,1,1,0,0,4.26,2.37,https://imgd.aeplcdn.com/640X480/vimages/202606/4636245_119938_1_1782311346237.jpg?qp=80&fit=true
2021 Renault Kwid RXT 1.0 (O),101108,Petrol,2021,2021,First,Manual,Blue,"Gota, Ahmedabad",999.0,21.7,3731,1579,1474,2422,5,28.0,1,1,0,1,1,0,0,5.72,3.52,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1779861420981.jpg?qp=80&fit=true
2020 Renault Triber RXT EASY-R AMT,88315,Petrol,2020,2020,First,Automatic,White,"Enasan, Ahmedabad",999.0,18.2,3991,1739,1643,2636,7,40.0,1,1,0,1,1,0,0,8.79,4.75,https://imgd.aeplcdn.com/640X480/vimages/202606/4638855_119938_1_1782408185027.jpg?qp=80&fit=true
2020 Renault Triber RXZ EASY-R AMT,47000,Petrol,2020,2022,First,Automatic,Silver,"Vastrapur, Ahmedabad",999.0,18.2,3991,1739,1643,2636,7,40.0,1,1,0,1,1,0,1,9.45,5.23,https://imgd.aeplcdn.com/640X480/vimages/202607/4647947_156728_1782885020969.jpg?qp=80&fit=true
2019 Renault Triber RXZ [2019-2020],52833,Petrol,2019,2019,First,Manual,Silver,"Gota, Ahmedabad",999.0,20.0,3990,1739,1643,2636,7,40.0,1,1,0,0,1,0,1,7.49,4.8,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782381610559.jpg?qp=80&fit=true
2018 Skoda Kodiaq Style 2.0 TDI 4x4 AT,89102,Diesel,2018,2018,Second,Automatic,White,"Makarba, Ahmedabad",1968.0,16.25,4697,1882,1665,2791,7,63.0,1,1,1,1,1,1,1,36.79,17.61,https://imgd.aeplcdn.com/640X480/vimages/202605/4570994_6145_1_1779360357075.jpg?qp=80&fit=true
2018 Skoda Kodiaq Style 2.0 TDI 4x4 AT,103000,Diesel,2018,2018,Second,Automatic,Blue,"Thaltej, Ahmedabad",1968.0,16.25,4697,1882,1665,2791,7,63.0,1,1,1,1,1,1,1,36.79,17.39,https://imgd.aeplcdn.com/640X480/vimages/202603/4458665_6434_1_1774352345616.jpg?qp=80&fit=true
2022 Skoda Kodiaq L&K 4X4 [2022],31907,Petrol,2022,2022,First,Automatic,Black,"Jivraj Park, Ahmedabad",1984.0,12.7,4699,1882,1665,2791,7,60.0,1,1,1,1,1,1,1,44.1,31.6,https://imgd.aeplcdn.com/640X480/vimages/202607/4659405_133865_1_1783332486076.jpg?qp=80&fit=true
2023 Skoda Kodiaq L&K,96000,Petrol,2023,2023,First,Automatic,White,"Thaltej, Ahmedabad",1984.0,13.32,4699,1882,1665,2791,7,58.0,1,1,1,1,1,1,1,45.19,29.7,https://imgd.aeplcdn.com/640X480/vimages/202606/4617642_6434_1_1781507710030.jpg?qp=80&fit=true
2021 Skoda Kushaq Style 1.0L TSI MT,67956,Petrol,2021,2021,First,Manual,White,"Gota, Ahmedabad",999.0,19.2,4225,1760,1612,2651,5,50.0,1,1,1,1,1,1,1,17.15,10.28,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782750364897.jpg?qp=80&fit=true
2021 Skoda Kushaq Style 1.0L TSI AT,43904,Petrol,2021,2021,First,Automatic,Orange,"Gota, Ahmedabad",999.0,17.2,4225,1760,1612,2651,5,50.0,1,1,1,1,1,1,1,17.58,11.47,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1778049004836.jpg?qp=80&fit=true
2022 Skoda Kushaq Style 1.0L TSI MT,70000,Petrol,2022,2022,First,Manual,White,"Vastrapur, Ahmedabad",999.0,19.2,4225,1760,1612,2651,5,50.0,1,1,1,1,1,1,1,17.15,10.93,https://imgd.aeplcdn.com/640X480/vimages/202607/4671527_156728_1783920993216.jpg?qp=80&fit=true
2021 Skoda Kushaq Ambition 1.0L TSI AT,57959,Petrol,2021,2021,First,Automatic,White,"Gota, Ahmedabad",999.0,17.2,4225,1760,1612,2651,5,50.0,1,1,1,1,1,0,1,16.39,10.02,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1779276608216.jpg?qp=80&fit=true
2021 Skoda Kushaq Ambition 1.0L TSI MT,109000,Petrol,2021,2021,First,Manual,Orange,"Ambli, Ahmedabad",999.0,19.2,4225,1760,1612,2651,5,50.0,1,1,1,1,1,0,1,14.43,7.97,https://imgd.aeplcdn.com/640X480/vimages/202605/4554743_16599_1_1778680561677.jpg?qp=80&fit=true
2022 Skoda Kushaq Ambition 1.0L TSI AT,62833,Petrol,2022,2022,First,Automatic,Grey,"Mumatpura, Ahmedabad",999.0,17.2,4225,1760,1612,2651,5,50.0,1,1,1,1,1,0,1,16.39,10.86,https://imgd.aeplcdn.com/640X480/vimages/202607/4664585_138023_1_1783584245316.jpg?qp=80&fit=true
2022 Skoda Kushaq Ambition 1.0L TSI MT,52001,Petrol,2022,2022,First,Manual,White,"Mumatpura, Ahmedabad",999.0,19.2,4225,1760,1612,2651,5,50.0,1,1,1,1,1,0,1,14.43,9.57,https://imgd.aeplcdn.com/640X480/vimages/202607/4654731_138023_1_1783085825939.jpg?qp=80&fit=true
2021 Skoda Kushaq Style 1.0L TSI AT,59146,Petrol,2021,2021,First,Automatic,White,"Gota, Ahmedabad",999.0,17.2,4225,1760,1612,2651,5,50.0,1,1,1,1,1,1,1,17.58,11.06,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1779276365336.jpg?qp=80&fit=true
2021 Skoda Kushaq Ambition 1.0L TSI MT,67689,Petrol,2021,2021,First,Manual,Grey,"Mumatpura, Ahmedabad",999.0,19.2,4225,1760,1612,2651,5,50.0,1,1,1,1,1,0,1,14.43,8.43,https://imgd.aeplcdn.com/640X480/vimages/202607/4659457_138023_1_1783333865065.jpg?qp=80&fit=true
2023 Skoda Kushaq Ambition 1.0L TSI MT,37559,Petrol,2023,2023,First,Manual,White,"Gota, Ahmedabad",999.0,19.76,4225,1760,1612,2651,5,50.0,1,1,1,1,1,0,1,15.66,11.57,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782822483957.jpg?qp=80&fit=true
2023 Skoda Kushaq Style 1.0L TSI AT,47958,Petrol,2023,2023,First,Automatic,Grey,"Enasan, Ahmedabad",999.0,18.09,4225,1760,1612,2651,5,50.0,1,1,1,1,1,1,1,19.71,14.29,https://imgd.aeplcdn.com/640X480/vimages/202607/4659509_119938_1_1783335065722.png?qp=80&fit=true
2023 Skoda Kushaq Style 1.0L TSI AT,30410,Petrol,2023,2023,First,Automatic,White,"Gota, Ahmedabad",999.0,18.09,4225,1760,1612,2651,5,50.0,1,1,1,1,1,1,1,19.71,14.81,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1779276421096.jpg?qp=80&fit=true
2022 Skoda Kushaq Style 1.0L TSI AT,42087,Petrol,2022,2022,First,Automatic,White,"Makarba, Ahmedabad",999.0,17.2,4225,1760,1612,2651,5,50.0,1,1,1,1,1,1,1,17.58,12.12,https://imgd.aeplcdn.com/640X480/vimages/202607/4649401_6145_1_1782890700124.jpg?qp=80&fit=true
2023 Skoda Kushaq Style 1.5L TSI DSG,29700,Petrol,2023,2023,First,Automatic,Orange,"Jivraj Park, Ahmedabad",1498.0,18.86,4225,1760,1612,2651,5,50.0,1,1,1,1,1,1,1,21.88,16.42,https://imgd.aeplcdn.com/640X480/vimages/202607/4671823_133865_1_1783930093666.jpg?qp=80&fit=true
2017 Skoda Octavia 1.8 TSI Style AT,97522,Petrol,2017,2017,First,Automatic,White,"Makarba, Ahmedabad",1798.0,15.1,4670,1814,1476,2688,5,50.0,1,1,1,1,1,1,0,23.04,7.82,https://imgd.aeplcdn.com/640X480/vimages/202605/4570774_6145_1_1779356141587.jpg?qp=80&fit=true
2019 Skoda Octavia 1.8 TSI L&K,139105,Petrol,2019,2019,First,Automatic,White,"Mumatpura, Ahmedabad",1798.0,15.1,4670,1814,1476,2688,5,50.0,1,1,1,1,1,1,0,26.33,12.37,https://imgd.aeplcdn.com/640X480/vimages/202604/4497757_138023_1_1776009365062.jpg?qp=80&fit=true
2021 Skoda Rapid Style AT,78000,Petrol,2021,2021,First,Automatic,White,"Ambli, Ahmedabad",999.0,16.24,4413,1699,1466,2552,5,55.0,1,1,1,1,1,1,0,14.52,8.05,https://imgd.aeplcdn.com/640X480/vimages/202607/4664200_16599_1_1783574303646.jpg?qp=80&fit=true
2021 Skoda Rapid Ambition,123886,Petrol,2021,2021,Second,Manual,White,"Gota, Ahmedabad",999.0,18.97,4413,1699,1466,2552,5,55.0,1,1,0,1,1,0,0,11.09,6.25,https://imgd.aeplcdn.com/640X480/vimages/202604/0_165002_1_1777541221186.jpg?qp=80&fit=true
2013 Skoda Rapid Active 1.6 TDI CR MT,62377,Diesel,2013,2013,Fourth,Manual,White,"Vastrapur, Ahmedabad",1598.0,20.5,4386,1699,1466,2552,5,55.0,0,1,0,1,0,0,0,9.31,2.82,https://imgd.aeplcdn.com/640X480/vimages/202607/4647711_156728_1782885105565.jpg?qp=80&fit=true
2018 Skoda Rapid Style 1.6 MPI AT,14000,Petrol,2018,2018,First,Automatic,Silver,"Ambli, Ahmedabad",1598.0,14.84,4413,1699,1466,2552,5,55.0,1,1,1,1,1,1,0,14.06,6.96,https://imgd.aeplcdn.com/640X480/vimages/202607/4663010_16599_1_1783502466755.jpg?qp=80&fit=true
2020 Skoda Rapid Ambition 1.6 MPI,43042,Petrol,2020,2020,First,Manual,Silver,"Jivraj Park, Ahmedabad",1598.0,15.41,4413,1699,1466,2552,5,55.0,1,1,0,1,1,0,0,11.3,6.94,https://imgd.aeplcdn.com/640X480/vimages/202607/4673845_133865_1_1784020121811.jpg?qp=80&fit=true
2021 Skoda Rapid Style AT,109012,Petrol,2021,2021,Second,Automatic,White,"Gota, Ahmedabad",999.0,16.24,4413,1699,1466,2552,5,55.0,1,1,1,1,1,1,0,14.52,7.18,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1780464544241.jpg?qp=80&fit=true
2022 Skoda Slavia Style (Non-Sunroof),49272,Petrol,2022,2022,First,Manual,White,"Gota, Ahmedabad",999.0,19.4,4541,1752,1507,2651,5,45.0,1,1,1,1,1,0,0,15.53,10.43,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1782923341266.jpg?qp=80&fit=true
2022 Skoda Slavia Style 1.5L TSI MT,42770,Petrol,2022,2022,First,Manual,Grey,"Gota, Ahmedabad",1498.0,18.7,4541,1752,1487,2651,5,45.0,1,1,1,1,1,1,0,18.65,12.38,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1779945662963.jpg?qp=80&fit=true
2023 Skoda Slavia Style 1.0L TSI MT,58611,Petrol,2023,2023,First,Manual,Grey,"Gota, Ahmedabad",999.0,20.32,4541,1752,1507,2651,5,45.0,1,1,1,1,1,1,0,17.23,11.98,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1779275461276.jpg?qp=80&fit=true
2023 Skoda Slavia Style 1.0L TSI AT,89819,Petrol,2023,2023,First,Automatic,Grey,"Mumatpura, Ahmedabad",999.0,18.73,4541,1752,1507,2651,5,45.0,1,1,1,1,1,1,0,18.65,12.3,https://imgd.aeplcdn.com/640X480/vimages/202606/4645700_138023_1_1782730806305.jpg?qp=80&fit=true
2022 Skoda Slavia Style 1.0L TSI AT,82860,Petrol,2022,2022,First,Automatic,Grey,"Gota, Ahmedabad",999.0,18.0,4541,1752,1507,2651,5,45.0,1,1,1,1,1,1,0,17.38,11.24,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1781156409316.jpg?qp=80&fit=true
2022 Skoda Slavia Style 1.5L TSI DSG,70942,Petrol,2022,2022,Second,Automatic,Silver,"Mumatpura, Ahmedabad",1498.0,18.4,4541,1752,1487,2651,5,45.0,1,1,1,1,1,1,0,20.17,12.51,https://imgd.aeplcdn.com/640X480/vimages/202604/4497836_138023_1_1776015065062.jpg?qp=80&fit=true
2022 Skoda Slavia Style 1.5L TSI DSG,58065,Petrol,2022,2023,First,Automatic,White,"Makarba, Ahmedabad",1498.0,18.4,4541,1752,1487,2651,5,45.0,1,1,1,1,1,1,0,20.17,13.13,https://imgd.aeplcdn.com/640X480/vimages/202606/4639415_3609_1_1782812696570.jpg?qp=80&fit=true
2018 Skoda Superb Style TSI AT,52612,Petrol,2018,2018,First,Automatic,White,"Jivraj Park, Ahmedabad",1798.0,14.81,4861,1864,1483,2841,5,66.0,1,1,1,1,1,1,0,28.97,12.34,https://imgd.aeplcdn.com/640X480/vimages/202607/4666019_133865_1_1783661503482.jpg?qp=80&fit=true
2022 Skoda Superb L&K AT,42909,Petrol,2022,2022,First,Automatic,Grey,"Jivraj Park, Ahmedabad",1984.0,15.1,4869,1864,1469,2841,5,66.0,1,1,1,1,1,1,0,41.16,27.42,https://imgd.aeplcdn.com/640X480/vimages/202607/4669136_133865_1_1783765792761.jpg?qp=80&fit=true
2020 Skoda Superb L&K TSI AT,61000,Petrol,2020,2020,First,Automatic,Blue,"Makarba, Ahmedabad",1798.0,14.81,4861,1864,1483,2841,5,66.0,1,1,1,1,1,1,0,34.48,17.99,https://imgd.aeplcdn.com/640X480/vimages/202604/4510911_3609_1776663812826.jpg?qp=80&fit=true
2022 Tata Altroz XZA Plus Petrol Dark Edtion [2022-2023],22850,Petrol,2022,2022,First,Automatic,Black,"Gota, Ahmedabad",1199.0,19.33,3990,1755,1523,2501,5,37.0,1,1,1,1,1,1,1,11.06,7.36,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782477844635.jpg?qp=80&fit=true
2022 Tata Altroz XZ Plus Petrol Dark Edition [2021-2023],61301,Petrol,2022,2022,First,Manual,Grey,"Gota, Ahmedabad",1199.0,19.33,3990,1755,1523,2501,5,37.0,1,1,1,1,1,1,1,10.08,6.4,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782822541907.jpg?qp=80&fit=true
2021 Tata Altroz XZ Plus Petrol Dark Edition [2021-2023],70397,Petrol,2021,2021,Second,Manual,Black,"Gota, Ahmedabad",1199.0,19.33,3990,1755,1523,2501,5,37.0,1,1,1,1,1,1,1,10.08,5.63,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782381604965.jpg?qp=80&fit=true
2021 Tata Altroz XE Petrol [2020-2023],71901,Petrol,2021,2021,First,Manual,White,"Enasan, Ahmedabad",1199.0,19.33,3990,1755,1523,2501,5,37.0,0,1,0,1,1,0,0,7.18,4.8,https://imgd.aeplcdn.com/640X480/vimages/202607/4670642_119938_1_1783848005115.jpg?qp=80&fit=true
2024 Tata Altroz XZ Plus (S) LUX,19000,Petrol,2024,2024,First,Manual,White,"Kalupur, Ahmedabad",1199.0,19.33,3990,1755,1523,2501,5,37.0,1,1,1,1,1,1,1,10.91,8.14,https://imgd.aeplcdn.com/640X480/vimages/202606/4619955_7888_1_1781605458534.jpg?qp=80&fit=true
2020 Tata Altroz XT Petrol [2020-2023],70603,Petrol,2020,2020,Third,Manual,Grey,"Enasan, Ahmedabad",1199.0,19.33,3990,1755,1523,2501,5,37.0,1,1,1,1,1,0,0,8.75,4.42,https://imgd.aeplcdn.com/640X480/vimages/202607/4667860_119938_1_1783696418954.jpg?qp=80&fit=true
2022 Tata Altroz XT Petrol [2020-2023],25569,Petrol,2022,2022,Second,Manual,Red,"Mumatpura, Ahmedabad",1199.0,19.33,3990,1755,1523,2501,5,37.0,1,1,1,1,1,0,0,8.75,5.73,https://imgd.aeplcdn.com/640X480/vimages/202607/4672667_138023_1_1783948865733.jpg?qp=80&fit=true
2022 Tata Altroz XZA Plus Petrol [2022-2023],33150,Petrol,2022,2022,First,Automatic,Blue,"Gota, Ahmedabad",1199.0,19.33,3990,1755,1523,2501,5,37.0,1,1,1,1,1,1,1,11.06,7.03,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782823261272.jpg?qp=80&fit=true
2023 Tata Altroz XZ Plus Diesel Dark Edition [2022-2023],67338,Diesel,2023,2023,First,Manual,Black,"Mumatpura, Ahmedabad",1497.0,23.64,3990,1755,1523,2501,5,37.0,1,1,1,1,1,1,1,11.59,7.61,https://imgd.aeplcdn.com/640X480/vimages/202606/4637862_138023_1_1782384966224.jpg?qp=80&fit=true
2022 Tata Altroz XZA Plus Petrol Dark Edtion [2022-2023],38839,Petrol,2022,2022,First,Automatic,Black,"Enasan, Ahmedabad",1199.0,19.33,3990,1755,1523,2501,5,37.0,1,1,1,1,1,1,1,11.06,7.06,https://imgd.aeplcdn.com/640X480/vimages/202606/4641824_119938_1_1782550926091.jpg?qp=80&fit=true
2022 Tata Altroz XZA Plus Petrol Dark Edtion [2022-2023],35909,Petrol,2022,2022,First,Automatic,Black,"Gota, Ahmedabad",1199.0,19.33,3990,1755,1523,2501,5,37.0,1,1,1,1,1,1,1,11.06,7.12,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782106804475.jpg?qp=80&fit=true
2021 Tata Altroz XZ Petrol [2020-2023],54895,Petrol,2021,2021,First,Manual,Blue,"Gota, Ahmedabad",1199.0,19.33,3990,1755,1523,2501,5,37.0,1,1,1,1,1,1,1,9.32,5.79,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1782924004941.jpg?qp=80&fit=true
2024 Tata Curvv ICE Accomplished Plus A 1.5 Kryojet Diesel 6MT [2024-2025],14550,Diesel,2024,2024,First,Manual,Grey,"Gota, Ahmedabad",1497.0,,4308,1810,1630,2560,5,44.0,1,1,1,1,1,1,0,19.0,16.89,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1780895463231.jpg?qp=80&fit=true
2025 Tata Curvv ICE Creative Plus S Petrol 1.2L Turbo Automatic Dual Tone,8720,Petrol,2025,2025,First,Automatic,Black,"Nikol, Ahmedabad",1199.0,,4308,1810,1630,2560,5,44.0,1,1,1,1,1,1,0,16.87,15.79,https://imgd.aeplcdn.com/640X480/image/used/tdjdqhanvp34.jpg?qp=80&fit=true
2019 Tata Harrier XZ [2019-2020],119262,Diesel,2019,2019,First,Manual,Orange,"Enasan, Ahmedabad",1956.0,16.0,4598,1894,1706,2741,5,50.0,1,1,1,1,1,1,1,19.69,10.19,https://imgd.aeplcdn.com/640X480/vimages/202607/4666392_119938_1_1783669925756.jpg?qp=80&fit=true
2019 Tata Harrier XZ [2019-2020],119262,Diesel,2019,2019,First,Manual,Orange,"Mumatpura, Ahmedabad",1956.0,16.0,4598,1894,1706,2741,5,50.0,1,1,1,1,1,1,1,19.69,10.19,https://imgd.aeplcdn.com/640X480/vimages/202607/4660445_138023_1_1783402145692.jpg?qp=80&fit=true
2022 Tata Harrier XZ Dark Edition,77441,Diesel,2022,2022,First,Manual,Black,"Enasan, Ahmedabad",1956.0,16.3,4598,1894,1706,2741,5,50.0,1,1,1,1,1,1,1,20.79,14.01,https://imgd.aeplcdn.com/640X480/vimages/202607/4652920_119938_1_1783003930878.png?qp=80&fit=true
2021 Tata Harrier XZA Plus Dark Edition,73476,Diesel,2021,2021,First,Automatic,Black,"Enasan, Ahmedabad",1956.0,14.63,4598,1894,1706,2741,5,50.0,1,1,1,1,1,1,1,23.54,13.13,https://imgd.aeplcdn.com/640X480/vimages/202607/4671950_119938_1_1783933145681.jpg?qp=80&fit=true
2023 Tata Harrier Adventure Plus Dark Edition AT,112000,Diesel,2023,2023,First,Automatic,Black,"Behrampura, Ahmedabad",1956.0,14.6,4605,1922,1718,2741,5,50.0,1,1,0,1,1,1,1,25.91,16.68,https://imgd.aeplcdn.com/640X480/vimages/202603/4462590_111800_1_1774521495096.jpg?qp=80&fit=true
2022 Tata Harrier Kaziranga XZ Plus,80821,Diesel,2022,2022,First,Manual,Silver,"Mumatpura, Ahmedabad",1956.0,16.3,4598,1894,1706,2741,5,50.0,1,1,1,1,1,1,1,23.9,14.14,https://imgd.aeplcdn.com/640X480/vimages/202605/4550448_138023_1_1778495407609.jpg?qp=80&fit=true
2023 Tata Harrier XT Plus,65001,Diesel,2023,2023,First,Manual,White,"Makarba, Ahmedabad",1956.0,16.3,4598,1894,1706,2741,5,50.0,1,1,1,1,1,1,1,21.0,15.17,https://imgd.aeplcdn.com/640X480/vimages/202604/4504195_3609_1_1776321874171.jpg?qp=80&fit=true
2024 Tata Harrier Fearless Plus Dark Edition,30703,Diesel,2024,2024,First,Manual,Black,"Jivraj Park, Ahmedabad",1956.0,16.8,4605,1922,1718,2741,5,50.0,1,1,1,1,1,1,1,28.03,22.16,https://imgd.aeplcdn.com/640X480/vimages/202606/4640082_133865_1_1782472961406.jpg?qp=80&fit=true
